ORDERNUMBER,quantity,priceperunit,SALES,ORDERDATE,PRODUCTLINE,itemid,CUSTOMERNAME,PHONE,address,CustomerID
10395,33,100,3300,3/17/2005 0:00,Classic Cars,1108,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10413,36,100,3600,5/5/2005 0:00,Classic Cars,1108,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10103,27,100,2700,1/29/2003 0:00,Trucks and Buses,1666,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10113,21,100,2100,3/26/2003 0:00,Trucks and Buses,1666,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10126,21,100,2100,5/28/2003 0:00,Trucks and Buses,1666,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10140,38,100,3800,7/24/2003 0:00,Trucks and Buses,1666,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10150,30,100,3000,9/19/2003 0:00,Trucks and Buses,1666,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10164,49,100,4900,10/21/2003 0:00,Trucks and Buses,1666,Mini Auto Werke,0300-0000000,Kirchgasse 6,64
10174,43,100,4300,11/6/2003 0:00,Trucks and Buses,1666,"Australian Gift Network, Co",0373-8446555,31 Duncan St. West End,29
10183,41,100,4100,11/13/2003 0:00,Trucks and Buses,1666,"Classic Gift Ideas, Inc",0315-5554695,782 First Street,30
10194,38,100,3800,11/25/2003 0:00,Trucks and Buses,1666,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10206,28,100,2800,12/5/2003 0:00,Trucks and Buses,1666,Canadian Gift Exchange Network,0304-5553392,1900 Oak St.,32
10216,43,100,4300,2/2/2004 0:00,Trucks and Buses,1666,Auto Assoc. & Cie.,0300-0000000,"67, avenue de l'Europe",39
10229,25,100,2500,3/11/2004 0:00,Trucks and Buses,1666,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10245,38,100,3800,5/4/2004 0:00,Trucks and Buses,1666,Super Scale Inc.,0303-5559545,567 North Pendale Street,35
10258,41,100,4100,6/15/2004 0:00,Trucks and Buses,1666,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10270,28,100,2800,7/19/2004 0:00,Trucks and Buses,1666,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10281,25,100,2500,8/19/2004 0:00,Trucks and Buses,1666,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10291,41,100,4100,9/8/2004 0:00,Trucks and Buses,1666,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10304,39,100,3900,10/11/2004 0:00,Trucks and Buses,1666,Auto Assoc. & Cie.,0300-0000000,"67, avenue de l'Europe",39
10313,21,100,2100,10/22/2004 0:00,Trucks and Buses,1666,Canadian Gift Exchange Network,0304-5553392,1900 Oak St.,32
10322,27,100,2700,11/4/2004 0:00,Trucks and Buses,1666,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10333,33,100,3300,11/18/2004 0:00,Trucks and Buses,1666,Mini Wheels Co.,0350-5555787,5557 North Pendale Street,9
10347,29,100,2900,11/29/2004 0:00,Trucks and Buses,1666,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10357,49,100,4900,12/10/2004 0:00,Trucks and Buses,1666,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10370,49,100,4900,1/20/2005 0:00,Trucks and Buses,1666,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10381,20,100,2000,2/17/2005 0:00,Trucks and Buses,1666,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10391,39,100,3900,3/9/2005 0:00,Trucks and Buses,1666,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10411,40,100,4000,5/1/2005 0:00,Trucks and Buses,1666,Quebec Home Shopping Network,0314-5558054,43 rue St. Laurent,44
10424,49,100,4900,5/31/2005 0:00,Trucks and Buses,1666,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10107,21,100,2100,2/24/2003 0:00,Motorcycles,2823,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10121,50,100,5000,5/7/2003 0:00,Motorcycles,2823,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10134,20,100,2000,7/1/2003 0:00,Motorcycles,2823,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10145,49,100,4900,8/25/2003 0:00,Motorcycles,2823,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10159,38,100,3800,10/10/2003 0:00,Motorcycles,2823,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10169,35,100,3500,11/4/2003 0:00,Motorcycles,2823,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10180,40,100,4000,11/11/2003 0:00,Motorcycles,2823,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10189,28,100,2800,11/18/2003 0:00,Motorcycles,2823,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10201,25,100,2500,12/1/2003 0:00,Motorcycles,2823,Mini Wheels Co.,0350-5555787,5557 North Pendale Street,9
10211,36,100,3600,1/15/2004 0:00,Motorcycles,2823,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10224,43,100,4300,2/21/2004 0:00,Motorcycles,2823,Daedalus Designs Imports,0300-0000000,"184, chausse de Tournai",7
10237,32,100,3200,4/5/2004 0:00,Motorcycles,2823,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10251,46,100,4600,5/18/2004 0:00,Motorcycles,2823,Tekni Collectables Inc.,0301-5559350,7476 Moss Rd.,13
10263,48,100,4800,6/28/2004 0:00,Motorcycles,2823,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10276,43,100,4300,8/2/2004 0:00,Motorcycles,2823,Online Mini Collectables,0317-5557555,7635 Spinnaker Dr.,72
10285,49,100,4900,8/27/2004 0:00,Motorcycles,2823,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10299,24,100,2400,9/30/2004 0:00,Motorcycles,2823,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10309,26,100,2600,10/15/2004 0:00,Motorcycles,2823,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10319,30,100,3000,11/3/2004 0:00,Motorcycles,2823,Microscale Inc.,0312-5551957,5290 North Pendale Street,80
10329,24,100,2400,11/15/2004 0:00,Motorcycles,2823,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10341,55,100,5500,11/24/2004 0:00,Motorcycles,2823,Salzburg Collectables,0300-0000000,Geislweg 14,20
10362,22,100,2200,1/5/2005 0:00,Motorcycles,2823,Technics Stores Inc.,0350-5556809,9408 Furth Circle,6
10375,49,100,4900,2/3/2005 0:00,Motorcycles,2823,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10388,44,100,4400,3/3/2005 0:00,Motorcycles,2823,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10403,66,100,6600,4/8/2005 0:00,Motorcycles,2823,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10417,21,100,2100,5/13/2005 0:00,Motorcycles,2823,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10104,34,100,3400,1/31/2003 0:00,Classic Cars,3148,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10117,43,100,4300,4/16/2003 0:00,Classic Cars,3148,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10127,46,100,4600,6/3/2003 0:00,Classic Cars,3148,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10142,33,100,3300,8/8/2003 0:00,Classic Cars,3148,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10153,42,100,4200,9/28/2003 0:00,Classic Cars,3148,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10165,34,100,3400,10/22/2003 0:00,Classic Cars,3148,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10176,47,100,4700,11/6/2003 0:00,Classic Cars,3148,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10185,33,100,3300,11/14/2003 0:00,Classic Cars,3148,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10196,24,100,2400,11/26/2003 0:00,Classic Cars,3148,Super Scale Inc.,0303-5559545,567 North Pendale Street,35
10208,26,100,2600,1/2/2004 0:00,Classic Cars,3148,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10220,30,100,3000,2/12/2004 0:00,Classic Cars,3148,"Clover Collections, Co.",0331-8621555,25 Maiden Lane,76
10230,43,100,4300,3/15/2004 0:00,Classic Cars,3148,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10247,25,100,2500,5/5/2004 0:00,Classic Cars,3148,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10272,27,100,2700,7/20/2004 0:00,Classic Cars,3148,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10282,27,100,2700,8/20/2004 0:00,Classic Cars,3148,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10293,24,100,2400,9/9/2004 0:00,Classic Cars,3148,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10306,34,100,3400,10/14/2004 0:00,Classic Cars,3148,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10314,46,100,4600,10/22/2004 0:00,Classic Cars,3148,Heintze Collectables,0300-0000000,Smagsloget 45,79
10324,27,100,2700,11/5/2004 0:00,Classic Cars,3148,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10336,33,100,3300,11/20/2004 0:00,Classic Cars,3148,"La Corne D'abondance, Co.",0300-0000000,"265, boulevard Charonne",63
10348,47,100,4700,11/1/2004 0:00,Classic Cars,3148,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10358,49,100,4900,12/10/2004 0:00,Classic Cars,3148,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10372,40,100,4000,1/26/2005 0:00,Classic Cars,3148,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10382,37,100,3700,2/17/2005 0:00,Classic Cars,3148,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10413,47,100,4700,5/5/2005 0:00,Classic Cars,3148,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10108,45,100,4500,3/3/2003 0:00,Classic Cars,3380,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10122,37,100,3700,5/8/2003 0:00,Classic Cars,3380,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10135,48,100,4800,7/2/2003 0:00,Classic Cars,3380,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10147,31,100,3100,9/5/2003 0:00,Classic Cars,3380,Collectables For Less Inc.,0317-5558555,7825 Douglas Av.,42
10160,46,100,4600,10/11/2003 0:00,Classic Cars,3380,"Men 'R' US Retailers, Ltd.",0315-5554369,6047 Douglas Av.,55
10170,47,100,4700,11/4/2003 0:00,Classic Cars,3380,Mini Auto Werke,0300-0000000,Kirchgasse 6,64
10181,28,100,2800,11/12/2003 0:00,Classic Cars,3380,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10191,40,100,4000,11/20/2003 0:00,Classic Cars,3380,"Toms Spezialitten, Ltd",0321-5554327,Mehrheimerstr. 369,69
10203,20,100,2000,12/2/2003 0:00,Classic Cars,3380,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10212,39,100,3900,1/16/2004 0:00,Classic Cars,3380,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10225,25,100,2500,2/22/2004 0:00,Classic Cars,3380,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10238,29,100,2900,4/9/2004 0:00,Classic Cars,3380,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10253,22,100,2200,6/1/2004 0:00,Classic Cars,3380,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10266,22,100,2200,7/6/2004 0:00,Classic Cars,3380,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10276,47,100,4700,8/2/2004 0:00,Classic Cars,3380,Online Mini Collectables,0317-5557555,7635 Spinnaker Dr.,72
10287,45,100,4500,8/30/2004 0:00,Classic Cars,3380,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10300,29,100,2900,10/4/2003 0:00,Classic Cars,3380,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10310,24,100,2400,10/16/2004 0:00,Classic Cars,3380,"Toms Spezialitten, Ltd",0321-5554327,Mehrheimerstr. 369,69
10320,35,100,3500,11/3/2004 0:00,Classic Cars,3380,"Volvo Model Replicas, Co",0392-1123555,Berguvsvgen  8,25
10329,46,100,4600,11/15/2004 0:00,Classic Cars,3380,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10341,44,100,4400,11/24/2004 0:00,Classic Cars,3380,Salzburg Collectables,0300-0000000,Geislweg 14,20
10363,34,100,3400,1/6/2005 0:00,Classic Cars,3380,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10376,35,100,3500,2/8/2005 0:00,Classic Cars,3380,Boards & Toys Co.,0310-5552373,4097 Douglas Av.,81
10389,25,100,2500,3/3/2005 0:00,Classic Cars,3380,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10419,10,100,1000,5/17/2005 0:00,Classic Cars,3380,Salzburg Collectables,0300-0000000,Geislweg 14,20
10105,29,100,2900,2/11/2003 0:00,Classic Cars,3891,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10117,39,100,3900,4/16/2003 0:00,Classic Cars,3891,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10127,42,100,4200,6/3/2003 0:00,Classic Cars,3891,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10142,46,100,4600,8/8/2003 0:00,Classic Cars,3891,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10153,49,100,4900,9/28/2003 0:00,Classic Cars,3891,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10165,27,100,2700,10/22/2003 0:00,Classic Cars,3891,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10176,50,100,5000,11/6/2003 0:00,Classic Cars,3891,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10185,43,100,4300,11/14/2003 0:00,Classic Cars,3891,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10196,38,100,3800,11/26/2003 0:00,Classic Cars,3891,Super Scale Inc.,0303-5559545,567 North Pendale Street,35
10208,20,100,2000,1/2/2004 0:00,Classic Cars,3891,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10220,27,100,2700,2/12/2004 0:00,Classic Cars,3891,"Clover Collections, Co.",0331-8621555,25 Maiden Lane,76
10231,49,100,4900,3/19/2004 0:00,Classic Cars,3891,CAF Imports,0391-3728555,"Merchants House, 27-30 Merchant's Quay",77
10247,27,100,2700,5/5/2004 0:00,Classic Cars,3891,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10272,39,100,3900,7/20/2004 0:00,Classic Cars,3891,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10282,24,100,2400,8/20/2004 0:00,Classic Cars,3891,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10293,45,100,4500,9/9/2004 0:00,Classic Cars,3891,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10306,20,100,2000,10/14/2004 0:00,Classic Cars,3891,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10314,36,100,3600,10/22/2004 0:00,Classic Cars,3891,Heintze Collectables,0300-0000000,Smagsloget 45,79
10325,24,100,2400,11/5/2004 0:00,Classic Cars,3891,Baane Mini Imports,0300-0000000,Erling Skakkes gate 78,18
10336,49,100,4900,11/20/2004 0:00,Classic Cars,3891,"La Corne D'abondance, Co.",0300-0000000,"265, boulevard Charonne",63
10349,26,100,2600,12/1/2004 0:00,Classic Cars,3891,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10359,49,100,4900,12/15/2004 0:00,Classic Cars,3891,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10372,34,100,3400,1/26/2005 0:00,Classic Cars,3891,"Tokyo Collectables, Ltd",0333-5840555,2-2-8 Roppongi,36
10382,34,100,3400,2/17/2005 0:00,Classic Cars,3891,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10396,33,100,3300,3/23/2005 0:00,Classic Cars,3891,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10413,22,100,2200,5/5/2005 0:00,Classic Cars,3891,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10108,39,89.38,3485.82,3/3/2003 0:00,Classic Cars,3990,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10122,32,89.38,2860.16,5/8/2003 0:00,Classic Cars,3990,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10135,24,89.38,2145.12,7/2/2003 0:00,Classic Cars,3990,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10147,21,89.38,1876.98,9/5/2003 0:00,Classic Cars,3990,Collectables For Less Inc.,0317-5558555,7825 Douglas Av.,42
10159,24,89.38,2145.12,10/10/2003 0:00,Classic Cars,3990,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10169,36,89.38,3217.68,11/4/2003 0:00,Classic Cars,3990,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10181,20,89.38,1787.6,11/12/2003 0:00,Classic Cars,3990,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10191,30,89.38,2681.4,11/20/2003 0:00,Classic Cars,3990,"Toms Spezialitten, Ltd",0321-5554327,Mehrheimerstr. 369,69
10203,44,89.38,3932.72,12/2/2003 0:00,Classic Cars,3990,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10211,28,89.38,2502.64,1/15/2004 0:00,Classic Cars,3990,Auto Canal Petit,0300-0000000,"25, rue Lauriston",10
10225,37,89.38,3307.06,2/22/2004 0:00,Classic Cars,3990,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10238,20,89.38,1787.6,4/9/2004 0:00,Classic Cars,3990,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10253,25,89.38,2234.5,6/1/2004 0:00,Classic Cars,3990,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10266,35,89.38,3128.3,7/6/2004 0:00,Classic Cars,3990,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10276,38,89.38,3396.44,8/2/2004 0:00,Classic Cars,3990,Online Mini Collectables,0317-5557555,7635 Spinnaker Dr.,72
10287,41,89.38,3664.58,8/30/2004 0:00,Classic Cars,3990,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10300,22,89.38,1966.36,10/4/2003 0:00,Classic Cars,3990,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10310,49,89.38,4379.62,10/16/2004 0:00,Classic Cars,3990,"Toms Spezialitten, Ltd",0321-5554327,Mehrheimerstr. 369,69
10320,38,89.38,3396.44,11/3/2004 0:00,Classic Cars,3990,"Volvo Model Replicas, Co",0392-1123555,Berguvsvgen  8,25
10329,33,89.38,2949.54,11/15/2004 0:00,Classic Cars,3990,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10341,36,89.38,3217.68,11/24/2004 0:00,Classic Cars,3990,Salzburg Collectables,0300-0000000,Geislweg 14,20
10363,34,89.38,3038.92,1/6/2005 0:00,Classic Cars,3990,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10377,24,89.38,2145.12,2/9/2005 0:00,Classic Cars,3990,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10389,36,89.38,3217.68,3/3/2005 0:00,Classic Cars,3990,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10419,34,89.38,3038.92,5/17/2005 0:00,Classic Cars,3990,Salzburg Collectables,0300-0000000,Geislweg 14,20
10104,41,100,4100,1/31/2003 0:00,Trucks and Buses,4473,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10115,46,100,4600,4/4/2003 0:00,Trucks and Buses,4473,Classic Legends Inc.,0312-5558493,5905 Pompton St.,28
10127,24,100,2400,6/3/2003 0:00,Trucks and Buses,4473,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10141,21,100,2100,8/1/2003 0:00,Trucks and Buses,4473,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10151,24,100,2400,9/21/2003 0:00,Trucks and Buses,4473,"Oulu Toy Supplies, Inc.",0300-0000000,Torikatu 38,61
10165,48,100,4800,10/22/2003 0:00,Trucks and Buses,4473,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10175,26,100,2600,11/6/2003 0:00,Trucks and Buses,4473,"Stylish Desk Decors, Co.",0371-5550297,35 King George,50
10184,37,100,3700,11/14/2003 0:00,Trucks and Buses,4473,"Iberia Gift Imports, Corp.",0300-0000000,"C/ Romero, 33",82
10195,49,100,4900,11/25/2003 0:00,Trucks and Buses,4473,Mini Classics,0314-5554562,3758 North Pendale Street,48
10207,34,100,3400,12/9/2003 0:00,Trucks and Buses,4473,Diecast Collectables,0317-5552555,6251 Ingle Ln.,65
10219,48,100,4800,2/10/2004 0:00,Trucks and Buses,4473,Signal Collectibles Ltd.,0315-5554312,2793 Furth Circle,83
10229,36,100,3600,3/11/2004 0:00,Trucks and Buses,4473,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10246,46,100,4600,5/5/2004 0:00,Trucks and Buses,4473,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10259,46,100,4600,6/15/2004 0:00,Trucks and Buses,4473,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10271,31,100,3100,7/20/2004 0:00,Trucks and Buses,4473,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10281,41,100,4100,8/19/2004 0:00,Trucks and Buses,4473,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10292,21,100,2100,9/8/2004 0:00,Trucks and Buses,4473,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10305,38,100,3800,10/13/2004 0:00,Trucks and Buses,4473,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10314,45,100,4500,10/22/2004 0:00,Trucks and Buses,4473,Heintze Collectables,0300-0000000,Smagsloget 45,79
10324,26,100,2600,11/5/2004 0:00,Trucks and Buses,4473,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10336,38,100,3800,11/20/2004 0:00,Trucks and Buses,4473,"La Corne D'abondance, Co.",0300-0000000,"265, boulevard Charonne",63
10349,48,100,4800,12/1/2004 0:00,Trucks and Buses,4473,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10358,42,100,4200,12/10/2004 0:00,Trucks and Buses,4473,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10371,49,100,4900,1/23/2005 0:00,Trucks and Buses,4473,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10382,32,100,3200,2/17/2005 0:00,Trucks and Buses,4473,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10412,54,100,5400,5/3/2005 0:00,Trucks and Buses,4473,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10425,33,100,3300,5/31/2005 0:00,Trucks and Buses,4473,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10108,36,100,3600,3/3/2003 0:00,Classic Cars,4675,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10122,20,100,2000,5/8/2003 0:00,Classic Cars,4675,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10135,29,100,2900,7/2/2003 0:00,Classic Cars,4675,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10147,33,100,3300,9/5/2003 0:00,Classic Cars,4675,Collectables For Less Inc.,0317-5558555,7825 Douglas Av.,42
10160,50,100,5000,10/11/2003 0:00,Classic Cars,4675,"Men 'R' US Retailers, Ltd.",0315-5554369,6047 Douglas Av.,55
10170,41,100,4100,11/4/2003 0:00,Classic Cars,4675,Mini Auto Werke,0300-0000000,Kirchgasse 6,64
10181,36,100,3600,11/12/2003 0:00,Classic Cars,4675,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10192,27,100,2700,11/20/2003 0:00,Classic Cars,4675,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10203,47,100,4700,12/2/2003 0:00,Classic Cars,4675,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
